index,uid,name,category,base,modifier,description,tags,svg_master,svg_themed_pattern,png_pattern,sizes,themes
74,NE0074,wide_grin_headphones,joy,wide_grin,headphones,Original Neutrino emoji: wide grin with headphones overlay.,joy|big|teeth|audio,svg/master/wide_grin_headphones.svg,svg/{theme}/wide_grin_headphones.svg,png/{theme}/{size}/wide_grin_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
75,NE0075,wide_grin_crown,joy,wide_grin,crown,Original Neutrino emoji: wide grin with small crown.,joy|big|teeth|royal,svg/master/wide_grin_crown.svg,svg/{theme}/wide_grin_crown.svg,png/{theme}/{size}/wide_grin_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
76,NE0076,wide_grin_cap,joy,wide_grin,cap,Original Neutrino emoji: wide grin with baseball cap.,joy|big|teeth|cap,svg/master/wide_grin_cap.svg,svg/{theme}/wide_grin_cap.svg,png/{theme}/{size}/wide_grin_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
77,NE0077,wide_grin_heart_badge,joy,wide_grin,heart_badge,Original Neutrino emoji: wide grin with small heart badge.,joy|big|teeth|love|badge,svg/master/wide_grin_heart_badge.svg,svg/{theme}/wide_grin_heart_badge.svg,png/{theme}/{size}/wide_grin_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
78,NE0078,wide_grin_question_badge,joy,wide_grin,question_badge,Original Neutrino emoji: wide grin with question badge.,joy|big|teeth|question|badge,svg/master/wide_grin_question_badge.svg,svg/{theme}/wide_grin_question_badge.svg,png/{theme}/{size}/wide_grin_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
79,NE0079,wide_grin_exclamation_badge,joy,wide_grin,exclamation_badge,Original Neutrino emoji: wide grin with exclamation badge.,joy|big|teeth|alert|badge,svg/master/wide_grin_exclamation_badge.svg,svg/{theme}/wide_grin_exclamation_badge.svg,png/{theme}/{size}/wide_grin_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
80,NE0080,wide_grin_neutrino_orbit,joy,wide_grin,neutrino_orbit,Original Neutrino emoji: wide grin with Neutrino orbit mark.,joy|big|teeth|neutrino|orbit,svg/master/wide_grin_neutrino_orbit.svg,svg/{theme}/wide_grin_neutrino_orbit.svg,png/{theme}/{size}/wide_grin_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
81,NE0081,beaming_plain,joy,beaming,plain,Original Neutrino emoji: beaming with base expression only.,joy|beaming|happy,svg/master/beaming_plain.svg,svg/{theme}/beaming_plain.svg,png/{theme}/{size}/beaming_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
82,NE0082,beaming_soft_shadow,joy,beaming,soft_shadow,Original Neutrino emoji: beaming with extra soft drop shadow.,joy|beaming|happy|depth,svg/master/beaming_soft_shadow.svg,svg/{theme}/beaming_soft_shadow.svg,png/{theme}/{size}/beaming_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
83,NE0083,beaming_sparkle,joy,beaming,sparkle,Original Neutrino emoji: beaming with sparkle accent.,joy|beaming|happy|sparkle,svg/master/beaming_sparkle.svg,svg/{theme}/beaming_sparkle.svg,png/{theme}/{size}/beaming_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
84,NE0084,beaming_left_sweat,joy,beaming,left_sweat,Original Neutrino emoji: beaming with left-side sweat drop.,joy|beaming|happy|sweat,svg/master/beaming_left_sweat.svg,svg/{theme}/beaming_left_sweat.svg,png/{theme}/{size}/beaming_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
85,NE0085,beaming_right_tear,joy,beaming,right_tear,Original Neutrino emoji: beaming with right-side tear drop.,joy|beaming|happy|tear,svg/master/beaming_right_tear.svg,svg/{theme}/beaming_right_tear.svg,png/{theme}/{size}/beaming_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
86,NE0086,beaming_cheek_blush,joy,beaming,cheek_blush,Original Neutrino emoji: beaming with cheek blush marks.,joy|beaming|happy|blush,svg/master/beaming_cheek_blush.svg,svg/{theme}/beaming_cheek_blush.svg,png/{theme}/{size}/beaming_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
87,NE0087,beaming_halo,joy,beaming,halo,Original Neutrino emoji: beaming with halo ring.,joy|beaming|happy|angel,svg/master/beaming_halo.svg,svg/{theme}/beaming_halo.svg,png/{theme}/{size}/beaming_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
88,NE0088,beaming_tiny_horns,joy,beaming,tiny_horns,Original Neutrino emoji: beaming with small horns.,joy|beaming|happy|mischief,svg/master/beaming_tiny_horns.svg,svg/{theme}/beaming_tiny_horns.svg,png/{theme}/{size}/beaming_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
89,NE0089,beaming_party_hat,joy,beaming,party_hat,Original Neutrino emoji: beaming with party hat.,joy|beaming|happy|party,svg/master/beaming_party_hat.svg,svg/{theme}/beaming_party_hat.svg,png/{theme}/{size}/beaming_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
90,NE0090,beaming_sunglasses_badge,joy,beaming,sunglasses_badge,Original Neutrino emoji: beaming with small sunglasses badge.,joy|beaming|happy|badge|cool,svg/master/beaming_sunglasses_badge.svg,svg/{theme}/beaming_sunglasses_badge.svg,png/{theme}/{size}/beaming_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
91,NE0091,beaming_monocle_badge,joy,beaming,monocle_badge,Original Neutrino emoji: beaming with small monocle badge.,joy|beaming|happy|badge|inspect,svg/master/beaming_monocle_badge.svg,svg/{theme}/beaming_monocle_badge.svg,png/{theme}/{size}/beaming_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
92,NE0092,beaming_medical_mask,joy,beaming,medical_mask,Original Neutrino emoji: beaming with medical mask overlay.,joy|beaming|happy|mask|health,svg/master/beaming_medical_mask.svg,svg/{theme}/beaming_medical_mask.svg,png/{theme}/{size}/beaming_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
93,NE0093,beaming_thermometer,joy,beaming,thermometer,Original Neutrino emoji: beaming with thermometer accent.,joy|beaming|happy|fever,svg/master/beaming_thermometer.svg,svg/{theme}/beaming_thermometer.svg,png/{theme}/{size}/beaming_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
94,NE0094,beaming_headphones,joy,beaming,headphones,Original Neutrino emoji: beaming with headphones overlay.,joy|beaming|happy|audio,svg/master/beaming_headphones.svg,svg/{theme}/beaming_headphones.svg,png/{theme}/{size}/beaming_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
95,NE0095,beaming_crown,joy,beaming,crown,Original Neutrino emoji: beaming with small crown.,joy|beaming|happy|royal,svg/master/beaming_crown.svg,svg/{theme}/beaming_crown.svg,png/{theme}/{size}/beaming_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
96,NE0096,beaming_cap,joy,beaming,cap,Original Neutrino emoji: beaming with baseball cap.,joy|beaming|happy|cap,svg/master/beaming_cap.svg,svg/{theme}/beaming_cap.svg,png/{theme}/{size}/beaming_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
97,NE0097,beaming_heart_badge,joy,beaming,heart_badge,Original Neutrino emoji: beaming with small heart badge.,joy|beaming|happy|love|badge,svg/master/beaming_heart_badge.svg,svg/{theme}/beaming_heart_badge.svg,png/{theme}/{size}/beaming_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
98,NE0098,beaming_question_badge,joy,beaming,question_badge,Original Neutrino emoji: beaming with question badge.,joy|beaming|happy|question|badge,svg/master/beaming_question_badge.svg,svg/{theme}/beaming_question_badge.svg,png/{theme}/{size}/beaming_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
99,NE0099,beaming_exclamation_badge,joy,beaming,exclamation_badge,Original Neutrino emoji: beaming with exclamation badge.,joy|beaming|happy|alert|badge,svg/master/beaming_exclamation_badge.svg,svg/{theme}/beaming_exclamation_badge.svg,png/{theme}/{size}/beaming_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
100,NE0100,beaming_neutrino_orbit,joy,beaming,neutrino_orbit,Original Neutrino emoji: beaming with Neutrino orbit mark.,joy|beaming|happy|neutrino|orbit,svg/master/beaming_neutrino_orbit.svg,svg/{theme}/beaming_neutrino_orbit.svg,png/{theme}/{size}/beaming_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
101,NE0101,laugh_plain,joy,laugh,plain,Original Neutrino emoji: laugh with base expression only.,joy|laugh|open-mouth,svg/master/laugh_plain.svg,svg/{theme}/laugh_plain.svg,png/{theme}/{size}/laugh_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
102,NE0102,laugh_soft_shadow,joy,laugh,soft_shadow,Original Neutrino emoji: laugh with extra soft drop shadow.,joy|laugh|open-mouth|depth,svg/master/laugh_soft_shadow.svg,svg/{theme}/laugh_soft_shadow.svg,png/{theme}/{size}/laugh_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
103,NE0103,laugh_sparkle,joy,laugh,sparkle,Original Neutrino emoji: laugh with sparkle accent.,joy|laugh|open-mouth|sparkle,svg/master/laugh_sparkle.svg,svg/{theme}/laugh_sparkle.svg,png/{theme}/{size}/laugh_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
104,NE0104,laugh_left_sweat,joy,laugh,left_sweat,Original Neutrino emoji: laugh with left-side sweat drop.,joy|laugh|open-mouth|sweat,svg/master/laugh_left_sweat.svg,svg/{theme}/laugh_left_sweat.svg,png/{theme}/{size}/laugh_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
105,NE0105,laugh_right_tear,joy,laugh,right_tear,Original Neutrino emoji: laugh with right-side tear drop.,joy|laugh|open-mouth|tear,svg/master/laugh_right_tear.svg,svg/{theme}/laugh_right_tear.svg,png/{theme}/{size}/laugh_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
106,NE0106,laugh_cheek_blush,joy,laugh,cheek_blush,Original Neutrino emoji: laugh with cheek blush marks.,joy|laugh|open-mouth|blush,svg/master/laugh_cheek_blush.svg,svg/{theme}/laugh_cheek_blush.svg,png/{theme}/{size}/laugh_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
107,NE0107,laugh_halo,joy,laugh,halo,Original Neutrino emoji: laugh with halo ring.,joy|laugh|open-mouth|angel,svg/master/laugh_halo.svg,svg/{theme}/laugh_halo.svg,png/{theme}/{size}/laugh_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
108,NE0108,laugh_tiny_horns,joy,laugh,tiny_horns,Original Neutrino emoji: laugh with small horns.,joy|laugh|open-mouth|mischief,svg/master/laugh_tiny_horns.svg,svg/{theme}/laugh_tiny_horns.svg,png/{theme}/{size}/laugh_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
109,NE0109,laugh_party_hat,joy,laugh,party_hat,Original Neutrino emoji: laugh with party hat.,joy|laugh|open-mouth|party,svg/master/laugh_party_hat.svg,svg/{theme}/laugh_party_hat.svg,png/{theme}/{size}/laugh_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
110,NE0110,laugh_sunglasses_badge,joy,laugh,sunglasses_badge,Original Neutrino emoji: laugh with small sunglasses badge.,joy|laugh|open-mouth|badge|cool,svg/master/laugh_sunglasses_badge.svg,svg/{theme}/laugh_sunglasses_badge.svg,png/{theme}/{size}/laugh_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
111,NE0111,laugh_monocle_badge,joy,laugh,monocle_badge,Original Neutrino emoji: laugh with small monocle badge.,joy|laugh|open-mouth|badge|inspect,svg/master/laugh_monocle_badge.svg,svg/{theme}/laugh_monocle_badge.svg,png/{theme}/{size}/laugh_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
112,NE0112,laugh_medical_mask,joy,laugh,medical_mask,Original Neutrino emoji: laugh with medical mask overlay.,joy|laugh|open-mouth|mask|health,svg/master/laugh_medical_mask.svg,svg/{theme}/laugh_medical_mask.svg,png/{theme}/{size}/laugh_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
113,NE0113,laugh_thermometer,joy,laugh,thermometer,Original Neutrino emoji: laugh with thermometer accent.,joy|laugh|open-mouth|fever,svg/master/laugh_thermometer.svg,svg/{theme}/laugh_thermometer.svg,png/{theme}/{size}/laugh_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
114,NE0114,laugh_headphones,joy,laugh,headphones,Original Neutrino emoji: laugh with headphones overlay.,joy|laugh|open-mouth|audio,svg/master/laugh_headphones.svg,svg/{theme}/laugh_headphones.svg,png/{theme}/{size}/laugh_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
115,NE0115,laugh_crown,joy,laugh,crown,Original Neutrino emoji: laugh with small crown.,joy|laugh|open-mouth|royal,svg/master/laugh_crown.svg,svg/{theme}/laugh_crown.svg,png/{theme}/{size}/laugh_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
116,NE0116,laugh_cap,joy,laugh,cap,Original Neutrino emoji: laugh with baseball cap.,joy|laugh|open-mouth|cap,svg/master/laugh_cap.svg,svg/{theme}/laugh_cap.svg,png/{theme}/{size}/laugh_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
117,NE0117,laugh_heart_badge,joy,laugh,heart_badge,Original Neutrino emoji: laugh with small heart badge.,joy|laugh|open-mouth|love|badge,svg/master/laugh_heart_badge.svg,svg/{theme}/laugh_heart_badge.svg,png/{theme}/{size}/laugh_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
118,NE0118,laugh_question_badge,joy,laugh,question_badge,Original Neutrino emoji: laugh with question badge.,joy|laugh|open-mouth|question|badge,svg/master/laugh_question_badge.svg,svg/{theme}/laugh_question_badge.svg,png/{theme}/{size}/laugh_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
119,NE0119,laugh_exclamation_badge,joy,laugh,exclamation_badge,Original Neutrino emoji: laugh with exclamation badge.,joy|laugh|open-mouth|alert|badge,svg/master/laugh_exclamation_badge.svg,svg/{theme}/laugh_exclamation_badge.svg,png/{theme}/{size}/laugh_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
120,NE0120,laugh_neutrino_orbit,joy,laugh,neutrino_orbit,Original Neutrino emoji: laugh with Neutrino orbit mark.,joy|laugh|open-mouth|neutrino|orbit,svg/master/laugh_neutrino_orbit.svg,svg/{theme}/laugh_neutrino_orbit.svg,png/{theme}/{size}/laugh_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
121,NE0121,rofl_plain,joy,rofl,plain,Original Neutrino emoji: rofl with base expression only.,joy|rolling|laugh,svg/master/rofl_plain.svg,svg/{theme}/rofl_plain.svg,png/{theme}/{size}/rofl_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
